x,y,text
20.016,91.29899999999998,Attorney General - Vote for not more than 1
20.016,73.44299999999998,Choice
179.856,73.44299999999998,Party
267.336,73.44299999999998,Precinct
356.472,73.44299999999998,Absentee
476.64,73.44299999999998,Total
20.016,163.34199999999998,Dana Nessel
179.856,163.34199999999998,DEM
249.552,163.34199999999998,267
275.832,163.34199999999998,41.72%
344.016,163.34199999999998,325
370.296,163.34199999999998,61.21%
445.68,163.34199999999998,592
471.96,163.34199999999998,50.56%
20.016,147.50199999999995,Matthew DePerno
179.856,147.50199999999995,REP
249.552,147.50199999999995,353
275.832,147.50199999999995,55.16%
344.016,147.50199999999995,201
370.296,147.50199999999995,37.85%
445.68,147.50199999999995,554
471.96,147.50199999999995,47.31%
20.016,131.66199999999992,"Joseph W. McHugh, Jr."
179.856,131.66199999999992,LIB
253.872,131.66199999999992,15
280.152,131.66199999999992,2.34%
352.656,131.66199999999992,4
374.616,131.66199999999992,0.75%
450.0,131.66199999999992,19
476.28,131.66199999999992,1.62%
20.016,115.822,Gerald T. Van Sickle
179.856,115.822,UST
258.192,115.822,5
280.152,115.822,0.78%
352.656,115.822,1
374.616,115.822,0.19%
454.32,115.822,6
476.28,115.822,0.51%
170.424,98.11000000000001,Cast Votes:
249.552,98.11000000000001,640
271.584,98.11000000000001,100.00%
344.016,98.11000000000001,531
366.048,98.11000000000001,100.00%
439.632,98.11000000000001,1171
467.712,98.11000000000001,100.00%
171.576,83.42199999999997,Overvotes:
258.192,83.42199999999997,1
352.656,83.42199999999997,0
454.32,83.42199999999997,1
117.216,69.02199999999999,Unresolved write-in votes:
258.192,69.02199999999999,0
352.656,69.02199999999999,0
454.32,69.02199999999999,0
20.016,-68.97300000000001,Representative in Congress 3rd District - Vote for not more than 1
20.016,-86.82900000000001,Choice
179.856,-86.82900000000001,Party
267.336,-86.82900000000001,Precinct
356.472,-86.82900000000001,Absentee
476.64,-86.82900000000001,Total
20.016,3.069999999999993,Hillary Scholten
179.856,3.069999999999993,DEM
249.552,3.069999999999993,264
275.832,3.069999999999993,41.12%
344.016,3.069999999999993,327
370.296,3.069999999999993,61.70%
445.68,3.069999999999993,591
471.96,3.069999999999993,50.43%
20.016,-12.770000000000039,John Gibbs
179.856,-12.770000000000039,REP
249.552,-12.770000000000039,359
275.832,-12.770000000000039,55.92%
344.016,-12.770000000000039,193
370.296,-12.770000000000039,36.42%
445.68,-12.770000000000039,552
471.96,-12.770000000000039,47.10%
20.016,-28.610000000000014,Jamie Lewis
179.856,-28.610000000000014,LIB
258.192,-28.610000000000014,8
280.152,-28.610000000000014,1.25%
352.656,-28.610000000000014,6
374.616,-28.610000000000014,1.13%
450.0,-28.610000000000014,14
476.28,-28.610000000000014,1.19%
20.016,-44.450000000000045,Louis Palus
179.856,-44.450000000000045,WC
253.872,-44.450000000000045,11
280.152,-44.450000000000045,1.71%
352.656,-44.450000000000045,4
374.616,-44.450000000000045,0.75%
450.0,-44.450000000000045,15
476.28,-44.450000000000045,1.28%
170.424,-62.162000000000035,Cast Votes:
249.552,-62.162000000000035,642
271.584,-62.162000000000035,100.00%
344.016,-62.162000000000035,530
366.048,-62.162000000000035,100.00%
439.632,-62.162000000000035,1172
467.712,-62.162000000000035,100.00%
171.576,-76.85000000000002,Overvotes:
258.192,-76.85000000000002,0
352.656,-76.85000000000002,0
454.32,-76.85000000000002,0
117.216,-91.25,Unresolved write-in votes:
258.192,-91.25,0
352.656,-91.25,0
454.32,-91.25,0
20.016,-229.173,State Senator 32nd District - Vote for not more than 1
20.016,-247.029,Choice
179.856,-247.029,Party
267.336,-247.029,Precinct
356.472,-247.029,Absentee
476.64,-247.029,Total
20.016,-157.202,Terry J. Sabo
179.856,-157.202,DEM
249.552,-157.202,246
275.832,-157.202,38.92%
344.016,-157.202,298
370.296,-157.202,55.49%
445.68,-157.202,544
471.96,-157.202,46.54%
20.016,-173.04200000000003,Jon C. Bumstead
179.856,-173.04200000000003,REP
249.552,-173.04200000000003,386
275.832,-173.04200000000003,61.08%
344.016,-173.04200000000003,239
370.296,-173.04200000000003,44.51%
445.68,-173.04200000000003,625
471.96,-173.04200000000003,53.46%
170.424,-190.75400000000002,Cast Votes:
249.552,-190.75400000000002,632
271.584,-190.75400000000002,100.00%
344.016,-190.75400000000002,537
366.048,-190.75400000000002,100.00%
439.632,-190.75400000000002,1169
467.712,-190.75400000000002,100.00%
171.576,-205.44200000000004,Overvotes:
258.192,-205.44200000000004,0
352.656,-205.44200000000004,0
454.32,-205.44200000000004,0
117.216,-219.842,Unresolved write-in votes:
258.192,-219.842,0
352.656,-219.842,0
454.32,-219.842,0
20.016,-357.765,Representative in State Legislature 88th District - Vote for not more than 1
20.016,-375.621,Choice
179.856,-375.621,Party
267.336,-375.621,Precinct
356.472,-375.621,Absentee
476.64,-375.621,Total
20.016,-285.72200000000004,Christine Baker
179.856,-285.72200000000004,DEM
249.552,-285.72200000000004,228
275.832,-285.72200000000004,35.79%
344.016,-285.72200000000004,275
370.296,-285.72200000000004,51.69%
445.68,-285.72200000000004,503
471.96,-285.72200000000004,43.03%
20.016,-301.562,Greg VanWoerkom
179.856,-301.562,REP
249.552,-301.562,394
275.832,-301.562,61.85%
344.016,-301.562,256
370.296,-301.562,48.12%
445.68,-301.562,650
471.96,-301.562,55.60%
20.016,-317.40200000000004,Marv Bolthouse
179.856,-317.40200000000004,LIB
253.872,-317.40200000000004,15
280.152,-317.40200000000004,2.35%
352.656,-317.40200000000004,1
374.616,-317.40200000000004,0.19%
450.0,-317.40200000000004,16
476.28,-317.40200000000004,1.37%
170.424,-335.11400000000003,Cast Votes:
249.552,-335.11400000000003,637
271.584,-335.11400000000003,100.00%
344.016,-335.11400000000003,532
366.048,-335.11400000000003,100.00%
439.632,-335.11400000000003,1169
467.712,-335.11400000000003,100.00%
171.576,-349.802,Overvotes:
258.192,-349.802,0
352.656,-349.802,0
454.32,-349.802,0
117.216,-364.202,Unresolved write-in votes:
258.192,-364.202,0
352.656,-364.202,0
454.32,-364.202,0
20.016,116.57100000000003,"City of Norton Shores, Precinct 7"
408.888,221.30200000000002,"1,205 of 2,185 registered voters = 55.15%"
520.056,237.53099999999995,Official Results
524.016,218.73900000000003,Registered Voters
495.648,309.06999999999994,74369 of 144378 = 51.51%
516.24,186.69899999999996,Precincts Reporting
521.496,277.03,67 of 67 = 100.00%
238.824,228.17099999999994,"Muskegon County, Michigan"
206.784,296.90199999999993,"General Election, Tuesday, November 8, 2022"
283.248,268.966,11/8/2022
289.872,252.54999999999995,Page 565
22.032,237.53099999999995,Precinct Results
22.032,297.62199999999996,Election Night
20.016,264.35799999999995,Run Time
20.016,249.95799999999997,Run Date
131.904,264.35799999999995,11:25 AM
124.704,249.95799999999997,11/18/2022
