x,y,text
20.016,91.29899999999998,Secretary of State - Vote for not more than 1
20.016,73.44299999999998,Choice
179.856,73.44299999999998,Party
218.592,73.44299999999998,Election Day Voting
326.016,73.44299999999998,Absentee Voting
476.64,73.44299999999998,Total
20.016,163.34199999999998,Jocelyn Benson
179.856,163.34199999999998,DEM
249.552,163.34199999999998,364
275.832,163.34199999999998,61.90%
344.016,163.34199999999998,225
370.296,163.34199999999998,78.95%
445.68,163.34199999999998,589
471.96,163.34199999999998,67.47%
20.016,147.50199999999995,Kristina Elaine Karamo
179.856,147.50199999999995,REP
249.552,147.50199999999995,203
275.832,147.50199999999995,34.52%
348.336,147.50199999999995,56
370.296,147.50199999999995,19.65%
445.68,147.50199999999995,259
471.96,147.50199999999995,29.67%
20.016,131.66199999999992,Gregory Scott Stempfle
179.856,131.66199999999992,LIB
253.872,131.66199999999992,20
280.152,131.66199999999992,3.40%
352.656,131.66199999999992,2
374.616,131.66199999999992,0.70%
450.0,131.66199999999992,22
476.28,131.66199999999992,2.52%
20.016,115.822,Christine C. Schwartz
179.856,115.822,UST
258.192,115.822,1
280.152,115.822,0.17%
352.656,115.822,0
374.616,115.822,0.00%
454.32,115.822,1
476.28,115.822,0.11%
20.016,99.98199999999997,Larry James Hutchinson Jr.
179.856,99.98199999999997,GRE
258.192,99.98199999999997,0
280.152,99.98199999999997,0.00%
352.656,99.98199999999997,2
374.616,99.98199999999997,0.70%
454.32,99.98199999999997,2
476.28,99.98199999999997,0.23%
170.424,82.26999999999998,Cast Votes:
249.552,82.26999999999998,588
271.584,82.26999999999998,100.00%
344.016,82.26999999999998,285
366.048,82.26999999999998,100.00%
445.68,82.26999999999998,873
467.712,82.26999999999998,100.00%
166.68,60.66999999999996,Undervotes:
253.872,60.66999999999996,13
352.656,60.66999999999996,7
450.0,60.66999999999996,20
171.576,45.98199999999997,Overvotes:
258.192,45.98199999999997,0
352.656,45.98199999999997,0
454.32,45.98199999999997,0
126.792,31.581999999999994,Rejected write-in votes:
258.192,31.581999999999994,1
352.656,31.581999999999994,0
454.32,31.581999999999994,1
117.216,17.18199999999996,Unresolved write-in votes:
258.192,17.18199999999996,0
352.656,17.18199999999996,0
454.32,17.18199999999996,0
20.016,-120.81300000000005,Attorney General - Vote for not more than 1
20.016,-138.66900000000004,Choice
179.856,-138.66900000000004,Party
218.592,-138.66900000000004,Election Day Voting
326.016,-138.66900000000004,Absentee Voting
476.64,-138.66900000000004,Total
20.016,-48.77000000000004,Dana Nessel
179.856,-48.77000000000004,DEM
249.552,-48.77000000000004,347
275.832,-48.77000000000004,59.72%
344.016,-48.77000000000004,221
370.296,-48.77000000000004,78.09%
445.68,-48.77000000000004,568
471.96,-48.77000000000004,65.74%
20.016,-64.61000000000001,Matthew DePerno
179.856,-64.61000000000001,REP
249.552,-64.61000000000001,200
275.832,-64.61000000000001,34.42%
348.336,-64.61000000000001,56
370.296,-64.61000000000001,19.79%
445.68,-64.61000000000001,256
471.96,-64.61000000000001,29.63%
20.016,-80.45000000000005,Joseph W. McHugh Jr.
179.856,-80.45000000000005,LIB
253.872,-80.45000000000005,28
280.152,-80.45000000000005,4.82%
352.656,-80.45000000000005,3
374.616,-80.45000000000005,1.06%
450.0,-80.45000000000005,31
476.28,-80.45000000000005,3.59%
20.016,-96.29000000000002,Gerald T. Van Sickle
179.856,-96.29000000000002,UST
258.192,-96.29000000000002,6
280.152,-96.29000000000002,1.03%
352.656,-96.29000000000002,3
374.616,-96.29000000000002,1.06%
454.32,-96.29000000000002,9
476.28,-96.29000000000002,1.04%
170.424,-114.00200000000001,Cast Votes:
249.552,-114.00200000000001,581
271.584,-114.00200000000001,100.00%
344.016,-114.00200000000001,283
366.048,-114.00200000000001,100.00%
445.68,-114.00200000000001,864
467.712,-114.00200000000001,100.00%
166.68,-135.60200000000003,Undervotes:
253.872,-135.60200000000003,20
352.656,-135.60200000000003,9
450.0,-135.60200000000003,29
171.576,-150.29000000000002,Overvotes:
258.192,-150.29000000000002,0
352.656,-150.29000000000002,0
454.32,-150.29000000000002,0
126.792,-164.69000000000003,Rejected write-in votes:
258.192,-164.69000000000003,1
352.656,-164.69000000000003,0
454.32,-164.69000000000003,1
117.216,-179.09000000000003,Unresolved write-in votes:
258.192,-179.09000000000003,0
352.656,-179.09000000000003,0
454.32,-179.09000000000003,0
20.016,-317.01300000000003,Representative in Congress 4th District - Vote for not more than 1
20.016,-334.869,Choice
179.856,-334.869,Party
218.592,-334.869,Election Day Voting
326.016,-334.869,Absentee Voting
476.64,-334.869,Total
20.016,-245.04200000000003,Joseph Alfonso
179.856,-245.04200000000003,DEM
249.552,-245.04200000000003,317
275.832,-245.04200000000003,54.28%
344.016,-245.04200000000003,208
370.296,-245.04200000000003,72.73%
445.68,-245.04200000000003,525
471.96,-245.04200000000003,60.34%
20.016,-260.88200000000006,Bill Huizenga
179.856,-260.88200000000006,REP
249.552,-260.88200000000006,238
275.832,-260.88200000000006,40.75%
348.336,-260.88200000000006,76
370.296,-260.88200000000006,26.57%
445.68,-260.88200000000006,314
471.96,-260.88200000000006,36.09%
20.016,-276.72200000000004,Lorence Wenke
179.856,-276.72200000000004,LIB
253.872,-276.72200000000004,23
280.152,-276.72200000000004,3.94%
352.656,-276.72200000000004,2
374.616,-276.72200000000004,0.70%
450.0,-276.72200000000004,25
476.28,-276.72200000000004,2.87%
20.016,-292.562,Curtis Michael Clark
179.856,-292.562,UST
258.192,-292.562,6
280.152,-292.562,1.03%
352.656,-292.562,0
374.616,-292.562,0.00%
454.32,-292.562,6
476.28,-292.562,0.69%
170.424,-310.274,Cast Votes:
249.552,-310.274,584
271.584,-310.274,100.00%
344.016,-310.274,286
366.048,-310.274,100.00%
445.68,-310.274,870
467.712,-310.274,100.00%
166.68,-331.874,Undervotes:
253.872,-331.874,15
352.656,-331.874,6
450.0,-331.874,21
171.576,-346.562,Overvotes:
258.192,-346.562,1
352.656,-346.562,0
454.32,-346.562,1
