x,y,text
20.016,91.29899999999998,Secretary of State - Vote for not more than 1
20.016,73.44299999999998,Choice
179.856,73.44299999999998,Party
218.592,73.44299999999998,Election Day Voting
326.016,73.44299999999998,Absentee Voting
476.64,73.44299999999998,Total
20.016,163.34199999999998,Jocelyn Benson
179.856,163.34199999999998,DEM
249.552,163.34199999999998,146
275.832,163.34199999999998,44.65%
348.336,163.34199999999998,90
370.296,163.34199999999998,52.02%
445.68,163.34199999999998,236
471.96,163.34199999999998,47.20%
20.016,147.50199999999995,Kristina Elaine Karamo
179.856,147.50199999999995,REP
249.552,147.50199999999995,169
275.832,147.50199999999995,51.68%
348.336,147.50199999999995,81
370.296,147.50199999999995,46.82%
445.68,147.50199999999995,250
471.96,147.50199999999995,50.00%
20.016,131.66199999999992,Gregory Scott Stempfle
179.856,131.66199999999992,LIB
258.192,131.66199999999992,8
280.152,131.66199999999992,2.45%
352.656,131.66199999999992,2
374.616,131.66199999999992,1.16%
450.0,131.66199999999992,10
476.28,131.66199999999992,2.00%
20.016,115.822,Christine C. Schwartz
179.856,115.822,UST
258.192,115.822,3
280.152,115.822,0.92%
352.656,115.822,0
374.616,115.822,0.00%
454.32,115.822,3
476.28,115.822,0.60%
20.016,99.98199999999997,Larry James Hutchinson Jr.
179.856,99.98199999999997,GRE
258.192,99.98199999999997,1
280.152,99.98199999999997,0.31%
352.656,99.98199999999997,0
374.616,99.98199999999997,0.00%
454.32,99.98199999999997,1
476.28,99.98199999999997,0.20%
170.424,82.26999999999998,Cast Votes:
249.552,82.26999999999998,327
271.584,82.26999999999998,100.00%
344.016,82.26999999999998,173
366.048,82.26999999999998,100.00%
445.68,82.26999999999998,500
467.712,82.26999999999998,100.00%
166.68,60.66999999999996,Undervotes:
258.192,60.66999999999996,2
352.656,60.66999999999996,3
454.32,60.66999999999996,5
171.576,45.98199999999997,Overvotes:
258.192,45.98199999999997,0
352.656,45.98199999999997,1
454.32,45.98199999999997,1
126.792,31.581999999999994,Rejected write-in votes:
258.192,31.581999999999994,0
352.656,31.581999999999994,0
454.32,31.581999999999994,0
117.216,17.18199999999996,Unresolved write-in votes:
258.192,17.18199999999996,0
352.656,17.18199999999996,0
454.32,17.18199999999996,0
20.016,-120.81300000000005,Attorney General - Vote for not more than 1
20.016,-138.66900000000004,Choice
179.856,-138.66900000000004,Party
218.592,-138.66900000000004,Election Day Voting
326.016,-138.66900000000004,Absentee Voting
476.64,-138.66900000000004,Total
20.016,-48.77000000000004,Dana Nessel
179.856,-48.77000000000004,DEM
249.552,-48.77000000000004,139
275.832,-48.77000000000004,42.90%
348.336,-48.77000000000004,85
370.296,-48.77000000000004,50.30%
445.68,-48.77000000000004,224
471.96,-48.77000000000004,45.44%
20.016,-64.61000000000001,Matthew DePerno
179.856,-64.61000000000001,REP
249.552,-64.61000000000001,172
275.832,-64.61000000000001,53.09%
348.336,-64.61000000000001,77
370.296,-64.61000000000001,45.56%
445.68,-64.61000000000001,249
471.96,-64.61000000000001,50.51%
20.016,-80.45000000000005,Joseph W. McHugh Jr.
179.856,-80.45000000000005,LIB
253.872,-80.45000000000005,10
280.152,-80.45000000000005,3.09%
352.656,-80.45000000000005,5
374.616,-80.45000000000005,2.96%
450.0,-80.45000000000005,15
476.28,-80.45000000000005,3.04%
20.016,-96.29000000000002,Gerald T. Van Sickle
179.856,-96.29000000000002,UST
258.192,-96.29000000000002,3
280.152,-96.29000000000002,0.93%
352.656,-96.29000000000002,2
374.616,-96.29000000000002,1.18%
454.32,-96.29000000000002,5
476.28,-96.29000000000002,1.01%
170.424,-114.00200000000001,Cast Votes:
249.552,-114.00200000000001,324
271.584,-114.00200000000001,100.00%
344.016,-114.00200000000001,169
366.048,-114.00200000000001,100.00%
445.68,-114.00200000000001,493
467.712,-114.00200000000001,100.00%
166.68,-135.60200000000003,Undervotes:
258.192,-135.60200000000003,5
352.656,-135.60200000000003,6
450.0,-135.60200000000003,11
171.576,-150.29000000000002,Overvotes:
258.192,-150.29000000000002,0
352.656,-150.29000000000002,2
454.32,-150.29000000000002,2
126.792,-164.69000000000003,Rejected write-in votes:
258.192,-164.69000000000003,0
352.656,-164.69000000000003,0
454.32,-164.69000000000003,0
117.216,-179.09000000000003,Unresolved write-in votes:
258.192,-179.09000000000003,0
352.656,-179.09000000000003,0
454.32,-179.09000000000003,0
20.016,-317.01300000000003,Representative in Congress 4th District - Vote for not more than 1
20.016,-334.869,Choice
179.856,-334.869,Party
218.592,-334.869,Election Day Voting
326.016,-334.869,Absentee Voting
476.64,-334.869,Total
20.016,-245.04200000000003,Joseph Alfonso
179.856,-245.04200000000003,DEM
249.552,-245.04200000000003,124
275.832,-245.04200000000003,38.15%
348.336,-245.04200000000003,79
370.296,-245.04200000000003,45.93%
445.68,-245.04200000000003,203
471.96,-245.04200000000003,40.85%
20.016,-260.88200000000006,Bill Huizenga
179.856,-260.88200000000006,REP
249.552,-260.88200000000006,190
275.832,-260.88200000000006,58.46%
348.336,-260.88200000000006,91
370.296,-260.88200000000006,52.91%
445.68,-260.88200000000006,281
471.96,-260.88200000000006,56.54%
20.016,-276.72200000000004,Lorence Wenke
179.856,-276.72200000000004,LIB
253.872,-276.72200000000004,10
280.152,-276.72200000000004,3.08%
352.656,-276.72200000000004,2
374.616,-276.72200000000004,1.16%
450.0,-276.72200000000004,12
476.28,-276.72200000000004,2.41%
20.016,-292.562,Curtis Michael Clark
179.856,-292.562,UST
258.192,-292.562,1
280.152,-292.562,0.31%
352.656,-292.562,0
374.616,-292.562,0.00%
454.32,-292.562,1
476.28,-292.562,0.20%
170.424,-310.274,Cast Votes:
249.552,-310.274,325
271.584,-310.274,100.00%
344.016,-310.274,172
366.048,-310.274,100.00%
445.68,-310.274,497
467.712,-310.274,100.00%
166.68,-331.874,Undervotes:
258.192,-331.874,4
352.656,-331.874,5
454.32,-331.874,9
171.576,-346.562,Overvotes:
258.192,-346.562,0
352.656,-346.562,0
454.32,-346.562,0
