x,y,text
20.016,91.29899999999998,State Senator 31st District - Vote for not more than 1
20.016,73.44299999999998,Choice
179.856,73.44299999999998,Party
218.592,73.44299999999998,Election Day Voting
326.016,73.44299999999998,Absentee Voting
476.64,73.44299999999998,Total
20.016,163.34199999999998,Kim S. Nagy
179.856,163.34199999999998,DEM
249.552,163.34199999999998,131
275.832,163.34199999999998,23.14%
344.016,163.34199999999998,118
370.296,163.34199999999998,41.40%
445.68,163.34199999999998,249
471.96,163.34199999999998,29.26%
20.016,147.50199999999995,Roger Victory
179.856,147.50199999999995,REP
249.552,147.50199999999995,424
275.832,147.50199999999995,74.91%
344.016,147.50199999999995,163
370.296,147.50199999999995,57.19%
445.68,147.50199999999995,587
471.96,147.50199999999995,68.98%
20.016,131.66199999999992,Jessica L. Fox
179.856,131.66199999999992,LIB
253.872,131.66199999999992,11
280.152,131.66199999999992,1.94%
352.656,131.66199999999992,4
374.616,131.66199999999992,1.40%
450.0,131.66199999999992,15
476.28,131.66199999999992,1.76%
170.424,113.94999999999993,Cast Votes:
249.552,113.94999999999993,566
271.584,113.94999999999993,100.00%
344.016,113.94999999999993,285
366.048,113.94999999999993,100.00%
445.68,113.94999999999993,851
467.712,113.94999999999993,100.00%
166.68,92.34999999999997,Undervotes:
253.872,92.34999999999997,15
352.656,92.34999999999997,8
450.0,92.34999999999997,23
171.576,77.66199999999998,Overvotes:
258.192,77.66199999999998,0
352.656,77.66199999999998,0
454.32,77.66199999999998,0
126.792,63.262,Rejected write-in votes:
258.192,63.262,0
352.656,63.262,0
454.32,63.262,0
117.216,48.861999999999966,Unresolved write-in votes:
258.192,48.861999999999966,0
352.656,48.861999999999966,0
454.32,48.861999999999966,0
20.016,-89.13300000000004,Representative in State Legislature 88th District - Vote for not more than 1
20.016,-106.98900000000003,Choice
179.856,-106.98900000000003,Party
218.592,-106.98900000000003,Election Day Voting
326.016,-106.98900000000003,Absentee Voting
476.64,-106.98900000000003,Total
20.016,-17.090000000000032,Christine Baker
179.856,-17.090000000000032,DEM
249.552,-17.090000000000032,127
275.832,-17.090000000000032,22.44%
344.016,-17.090000000000032,117
370.296,-17.090000000000032,41.64%
445.68,-17.090000000000032,244
471.96,-17.090000000000032,28.81%
20.016,-32.93000000000001,Greg VanWoerkom
179.856,-32.93000000000001,REP
249.552,-32.93000000000001,425
275.832,-32.93000000000001,75.09%
344.016,-32.93000000000001,162
370.296,-32.93000000000001,57.65%
445.68,-32.93000000000001,587
471.96,-32.93000000000001,69.30%
20.016,-48.77000000000004,Marv Bolthouse
179.856,-48.77000000000004,LIB
253.872,-48.77000000000004,14
280.152,-48.77000000000004,2.47%
352.656,-48.77000000000004,2
374.616,-48.77000000000004,0.71%
450.0,-48.77000000000004,16
476.28,-48.77000000000004,1.89%
170.424,-66.48200000000003,Cast Votes:
249.552,-66.48200000000003,566
271.584,-66.48200000000003,100.00%
344.016,-66.48200000000003,281
366.048,-66.48200000000003,100.00%
445.68,-66.48200000000003,847
467.712,-66.48200000000003,100.00%
166.68,-88.08200000000005,Undervotes:
253.872,-88.08200000000005,15
348.336,-88.08200000000005,12
450.0,-88.08200000000005,27
171.576,-102.77000000000004,Overvotes:
258.192,-102.77000000000004,0
352.656,-102.77000000000004,0
454.32,-102.77000000000004,0
126.792,-117.17000000000002,Rejected write-in votes:
258.192,-117.17000000000002,0
352.656,-117.17000000000002,0
454.32,-117.17000000000002,0
117.216,-131.57000000000005,Unresolved write-in votes:
258.192,-131.57000000000005,0
352.656,-131.57000000000005,0
454.32,-131.57000000000005,0
20.016,116.57100000000003,"Crockery Township, Precinct 2"
416.448,221.30200000000002,"874 of 1,179 registered voters = 74.13%"
520.056,237.53099999999995,Official Results
524.016,218.73900000000003,Registered Voters
491.328,309.06999999999994,147273 of 227765 = 64.66%
516.24,186.69899999999996,Precincts Reporting
512.928,277.03,134 of 134 = 100.00%
246.384,228.17099999999994,"Ottawa County, Michigan"
265.464,296.90199999999993,"November 8, 2022"
283.248,268.966,11/8/2022
289.872,252.54999999999995,Page 473
22.032,237.53099999999995,Precinct Report
22.032,297.62199999999996,Official Results
20.016,264.35799999999995,Run Time
20.016,249.95799999999997,Run Date
136.944,264.35799999999995,2:27 PM
124.704,249.95799999999997,11/23/2022
