x,y,text
20.016,91.29899999999998,State Senator 31st District - Vote for not more than 1
20.016,73.44299999999998,Choice
179.856,73.44299999999998,Party
218.592,73.44299999999998,Election Day Voting
326.016,73.44299999999998,Absentee Voting
476.64,73.44299999999998,Total
20.016,163.34199999999998,Kim S. Nagy
179.856,163.34199999999998,DEM
253.872,163.34199999999998,84
280.152,163.34199999999998,8.64%
348.336,163.34199999999998,66
370.296,163.34199999999998,15.75%
445.68,163.34199999999998,150
471.96,163.34199999999998,10.78%
20.016,147.50199999999995,Roger Victory
179.856,147.50199999999995,REP
249.552,147.50199999999995,878
275.832,147.50199999999995,90.33%
344.016,147.50199999999995,345
370.296,147.50199999999995,82.34%
439.632,147.50199999999995,1223
471.96,147.50199999999995,87.92%
20.016,131.66199999999992,Jessica L. Fox
179.856,131.66199999999992,LIB
253.872,131.66199999999992,10
280.152,131.66199999999992,1.03%
352.656,131.66199999999992,8
374.616,131.66199999999992,1.91%
450.0,131.66199999999992,18
476.28,131.66199999999992,1.29%
170.424,113.94999999999993,Cast Votes:
249.552,113.94999999999993,972
271.584,113.94999999999993,100.00%
344.016,113.94999999999993,419
366.048,113.94999999999993,100.00%
439.632,113.94999999999993,1391
467.712,113.94999999999993,100.00%
166.68,92.34999999999997,Undervotes:
253.872,92.34999999999997,11
352.656,92.34999999999997,7
450.0,92.34999999999997,18
171.576,77.66199999999998,Overvotes:
258.192,77.66199999999998,0
352.656,77.66199999999998,0
454.32,77.66199999999998,0
126.792,63.262,Rejected write-in votes:
258.192,63.262,0
352.656,63.262,0
454.32,63.262,0
117.216,48.861999999999966,Unresolved write-in votes:
258.192,48.861999999999966,0
352.656,48.861999999999966,0
454.32,48.861999999999966,0
20.016,-89.06100000000004,Representative in State Legislature 43rd District - Vote for not more than 1
20.016,-106.91700000000003,Choice
179.856,-106.91700000000003,Party
218.592,-106.91700000000003,Election Day Voting
326.016,-106.91700000000003,Absentee Voting
476.64,-106.91700000000003,Total
20.016,-17.090000000000032,Mark Ludwig
179.856,-17.090000000000032,DEM
253.872,-17.090000000000032,97
275.832,-17.090000000000032,10.07%
348.336,-17.090000000000032,69
370.296,-17.090000000000032,16.83%
445.68,-17.090000000000032,166
471.96,-17.090000000000032,12.09%
20.016,-32.93000000000001,Rachelle M. Smit
179.856,-32.93000000000001,REP
249.552,-32.93000000000001,866
275.832,-32.93000000000001,89.93%
344.016,-32.93000000000001,341
370.296,-32.93000000000001,83.17%
439.632,-32.93000000000001,1207
471.96,-32.93000000000001,87.91%
