x,y,text
19.008,-204.67700000000002,Precinct
152.712,-98.43400000000003,Registered Voters 
197.712,320.488,
197.712,-98.43400000000003,Turnout Percentage 
19.008,-114.49000000000001,"City of Flushing, Precinct 3"
150.768,-114.49000000000001,1741
187.416,-114.49000000000001,62.72%
19.008,-129.25,"City of Flushing, Precinct 4"
150.768,-129.25,1817
187.416,-129.25,62.03%
19.008,-144.01000000000005,"Flushing Township, Precinct 1"
150.768,-144.01000000000005,2116
187.416,-144.01000000000005,51.42%
19.008,-158.77000000000004,"Flushing Township, Precinct 2"
150.768,-158.77000000000004,1826
187.416,-158.77000000000004,59.36%
19.008,-173.53000000000003,"Flushing Township, Precinct 3"
150.768,-173.53000000000003,2699
187.416,-173.53000000000003,64.21%
19.008,-188.29000000000002,"Flushing Township, Precinct 4"
150.768,-188.29000000000002,2077
187.416,-188.29000000000002,64.71%
19.008,-203.05,"Flushing Township, Precinct 5"
156.816,-203.05,654
187.416,-203.05,60.09%
19.008,-217.81000000000003,"Forest Township, Precinct 1"
156.816,-217.81000000000003,984
187.416,-217.81000000000003,60.47%
19.008,-232.57000000000002,"Forest Township, Precinct 2"
150.768,-232.57000000000002,1691
187.416,-232.57000000000002,59.49%
19.008,-247.33,"Forest Township, Precinct 3"
150.768,-247.33,1257
187.416,-247.33,61.02%
19.008,-262.09000000000003,"Gaines Township, Precinct 1"
150.768,-262.09000000000003,1641
187.416,-262.09000000000003,66.73%
19.008,-276.85,"Gaines Township, Precinct 2"
150.768,-276.85,1216
187.416,-276.85,63.40%
19.008,-291.61,"Gaines Township, Precinct 3"
156.816,-291.61,898
187.416,-291.61,66.15%
19.008,-306.37,"Gaines Township, Precinct 4"
150.768,-306.37,1894
187.416,-306.37,63.57%
19.008,-321.13,"Genesee Township, Precinct 1"
150.768,-321.13,1562
187.416,-321.13,39.50%
19.008,-335.89000000000004,"Genesee Township, Precinct 2"
150.768,-335.89000000000004,1514
187.416,-335.89000000000004,31.04%
19.008,-350.65000000000003,"Genesee Township, Precinct 3"
150.768,-350.65000000000003,1530
187.416,-350.65000000000003,39.80%
19.008,-365.41,"Genesee Township, Precinct 4"
150.768,-365.41,2088
187.416,-365.41,53.64%
19.008,-380.17,"Genesee Township, Precinct 5"
150.768,-380.17,1309
187.416,-380.17,52.64%
19.008,-394.93,"Genesee Township, Precinct 6"
150.768,-394.93,2751
187.416,-394.93,40.20%
333.864,48.170999999999935,"Genesee County, Michigan"
296.784,116.90199999999993,"General Election, Tuesday, November 8, 2022"
373.248,88.89399999999995,11/8/2022
382.032,72.54999999999995,Page 14
700.056,57.53099999999995,Official Results
704.016,38.73900000000003,Registered Voters
671.328,129.06999999999994,172823 of 352545 = 49.02%
696.24,6.698999999999955,Precincts Reporting
692.928,97.02999999999997,206 of 206 = 100.00%
22.032,57.53099999999995,Canvass Results
22.032,117.62199999999996,Election Day
20.016,84.35799999999995,Run Time
20.016,69.95799999999997,Run Date
136.944,84.35799999999995,3:46 PM
124.704,69.95799999999997,11/22/2022
19.008,-62.997000000000014,Straight Party Ticket - Vote for not more than 1
